"date" "interval" "steps"
"8974" "2012-11-18" 1215 0
"9069" "2012-11-18" 1220 0
"9139" "2012-11-18" 1225 0
"9193" "2012-11-18" 1230 0
"9234" "2012-11-18" 1235 0
"9279" "2012-11-18" 1240 0
"9334" "2012-11-18" 1245 0
"9402" "2012-11-18" 1250 19
"9478" "2012-11-18" 1255 0
"9559" "2012-11-18" 1300 8
"9617" "2012-11-18" 1305 207
"9672" "2012-11-18" 1310 321
"9706" "2012-11-18" 1315 405
"9772" "2012-11-18" 1320 335
"9867" "2012-11-18" 1325 311
"9939" "2012-11-18" 1330 332
"9961" "2012-11-18" 1335 9
"10012" "2012-11-18" 1340 358
"10112" "2012-11-18" 1345 56
"10183" "2012-11-18" 1350 0
"10238" "2012-11-18" 1355 95
"10308" "2012-11-18" 1400 89
"10332" "2012-11-18" 1405 0
"10419" "2012-11-18" 1410 0
"10486" "2012-11-18" 1415 69
"10551" "2012-11-18" 1420 0
"10614" "2012-11-18" 1425 0
"10649" "2012-11-18" 1430 0
"10704" "2012-11-18" 1435 0
"10779" "2012-11-18" 1440 39
"10833" "2012-11-18" 1445 72
"10900" "2012-11-18" 1450 46
"10953" "2012-11-18" 1455 4
"11021" "2012-11-18" 1500 0
"11080" "2012-11-18" 1505 0
"11154" "2012-11-18" 1510 36
"11204" "2012-11-18" 1515 0
"11270" "2012-11-18" 1520 0
"11323" "2012-11-18" 1525 0
"11364" "2012-11-18" 1530 0
"11424" "2012-11-18" 1535 143
"11523" "2012-11-18" 1540 0
"11588" "2012-11-18" 1545 335
"11627" "2012-11-18" 1550 681
"11704" "2012-11-18" 1555 634
"11762" "2012-11-18" 1600 411
"11817" "2012-11-18" 1605 725
"11861" "2012-11-18" 1610 754
"11942" "2012-11-18" 1615 770
"11996" "2012-11-18" 1620 726
"12023" "2012-11-18" 1625 749
"12106" "2012-11-18" 1630 746
"12173" "2012-11-18" 1635 785
"12218" "2012-11-18" 1640 325
"12299" "2012-11-18" 1645 63
"12353" "2012-11-18" 1650 22
"12394" "2012-11-18" 1655 0
"12490" "2012-11-18" 1700 39
"12546" "2012-11-18" 1705 0
"12574" "2012-11-18" 1710 0
"12668" "2012-11-18" 1715 0
"12709" "2012-11-18" 1720 42
"12776" "2012-11-18" 1725 81
"12811" "2012-11-18" 1730 126
"12928" "2012-11-18" 1735 13
"12972" "2012-11-18" 1740 8
"13050" "2012-11-18" 1745 176
"13093" "2012-11-18" 1750 167
"13133" "2012-11-18" 1755 32
"13180" "2012-11-18" 1800 42
"13245" "2012-11-18" 1805 176
"13357" "2012-11-18" 1810 154
"13396" "2012-11-18" 1815 0
"13436" "2012-11-18" 1820 80
"13539" "2012-11-18" 1825 22
"13587" "2012-11-18" 1830 0
"13628" "2012-11-18" 1835 0
"13685" "2012-11-18" 1840 0
"13741" "2012-11-18" 1845 0
"13834" "2012-11-18" 1850 7
"13878" "2012-11-18" 1855 0
"13962" "2012-11-18" 1900 24
"13989" "2012-11-18" 1905 177
"14032" "2012-11-18" 1910 0
"14139" "2012-11-18" 1915 84
"14180" "2012-11-18" 1920 8
"14226" "2012-11-18" 1925 50
"14332" "2012-11-18" 1930 86
"14350" "2012-11-18" 1935 47
"14404" "2012-11-18" 1940 176
"14482" "2012-11-18" 1945 27
"14563" "2012-11-18" 1950 8
"14605" "2012-11-18" 1955 0
"14673" "2012-11-18" 2000 0
"14730" "2012-11-18" 2005 64
"14767" "2012-11-18" 2010 64
"14824" "2012-11-18" 2015 0
"14887" "2012-11-18" 2020 0
"14946" "2012-11-18" 2025 0
"15030" "2012-11-18" 2030 58
"15100" "2012-11-18" 2035 82
"15154" "2012-11-18" 2040 27
"15194" "2012-11-18" 2045 34
"15276" "2012-11-18" 2050 0
"15359" "2012-11-18" 2055 38
"15400" "2012-11-18" 2100 0
"15481" "2012-11-18" 2105 0
"15502" "2012-11-18" 2110 0
"15568" "2012-11-18" 2115 0
"15621" "2012-11-18" 2120 0
"15702" "2012-11-18" 2125 0
"15794" "2012-11-18" 2130 0
"15860" "2012-11-18" 2135 0
"15894" "2012-11-18" 2140 0
"15947" "2012-11-18" 2145 0
"16017" "2012-11-18" 2150 0
"16072" "2012-11-18" 2155 0
"16127" "2012-11-18" 2200 0
"16209" "2012-11-18" 2205 0
"16250" "2012-11-18" 2210 0
"16308" "2012-11-18" 2215 0
"16387" "2012-11-18" 2220 0
"16422" "2012-11-18" 2225 0
"16482" "2012-11-18" 2230 0
"16546" "2012-11-18" 2235 0
"16596" "2012-11-18" 2240 0
"16655" "2012-11-18" 2245 0
"16727" "2012-11-18" 2250 0
"16797" "2012-11-18" 2255 0
"16851" "2012-11-18" 2300 35
"16900" "2012-11-18" 2305 0
"16963" "2012-11-18" 2310 0
"17022" "2012-11-18" 2315 0
"17111" "2012-11-18" 2320 0
"17182" "2012-11-18" 2325 0
"17239" "2012-11-18" 2330 0
"17267" "2012-11-18" 2335 0
"17330" "2012-11-18" 2340 0
"17386" "2012-11-18" 2345 0
"17507" "2012-11-18" 2350 0
"17513" "2012-11-18" 2355 0
"23" "2012-11-19" 0 0
"80" "2012-11-19" 5 0
"133" "2012-11-19" 10 0
"190" "2012-11-19" 15 0
"269" "2012-11-19" 20 0
"323" "2012-11-19" 25 0
"392" "2012-11-19" 30 0
"435" "2012-11-19" 35 0
"503" "2012-11-19" 40 0
"598" "2012-11-19" 45 0
"626" "2012-11-19" 50 0
"693" "2012-11-19" 55 0
"785" "2012-11-19" 100 0
"819" "2012-11-19" 105 0
"867" "2012-11-19" 110 0
"928" "2012-11-19" 115 0
"1009" "2012-11-19" 120 0
"1091" "2012-11-19" 125 0
"1122" "2012-11-19" 130 0
"1167" "2012-11-19" 135 0
"1234" "2012-11-19" 140 0
"1283" "2012-11-19" 145 0
"1344" "2012-11-19" 150 0
"1425" "2012-11-19" 155 0
"1519" "2012-11-19" 200 0
"1572" "2012-11-19" 205 0
"1601" "2012-11-19" 210 0
"1669" "2012-11-19" 215 0
"1712" "2012-11-19" 220 0
"1790" "2012-11-19" 225 0
"1845" "2012-11-19" 230 0
"1929" "2012-11-19" 235 0
"1970" "2012-11-19" 240 0
"2051" "2012-11-19" 245 0
"2116" "2012-11-19" 250 0
"2161" "2012-11-19" 255 0
"2215" "2012-11-19" 300 0
"2273" "2012-11-19" 305 0
"2321" "2012-11-19" 310 0
"2385" "2012-11-19" 315 0
"2462" "2012-11-19" 320 0
"2545" "2012-11-19" 325 0
"2586" "2012-11-19" 330 0
"2630" "2012-11-19" 335 0
"2691" "2012-11-19" 340 0
"2748" "2012-11-19" 345 0
"2822" "2012-11-19" 350 0
"2925" "2012-11-19" 355 0
"2974" "2012-11-19" 400 0
"3014" "2012-11-19" 405 0
"3068" "2012-11-19" 410 0
"3122" "2012-11-19" 415 0
"3183" "2012-11-19" 420 0
"3276" "2012-11-19" 425 0
"3330" "2012-11-19" 430 0
"3383" "2012-11-19" 435 0
"3432" "2012-11-19" 440 0
"3481" "2012-11-19" 445 0
"3564" "2012-11-19" 450 0
"3618" "2012-11-19" 455 0
"3667" "2012-11-19" 500 0
"3731" "2012-11-19" 505 0
"3790" "2012-11-19" 510 0
"3864" "2012-11-19" 515 0
"3918" "2012-11-19" 520 0
"3971" "2012-11-19" 525 0
"4072" "2012-11-19" 530 0
"4099" "2012-11-19" 535 0
"4157" "2012-11-19" 540 0
"4221" "2012-11-19" 545 0
"4303" "2012-11-19" 550 0
"4367" "2012-11-19" 555 0
"4440" "2012-11-19" 600 0
"4469" "2012-11-19" 605 0
"4537" "2012-11-19" 610 0
"4595" "2012-11-19" 615 0
"4644" "2012-11-19" 620 0
"4702" "2012-11-19" 625 37
"4808" "2012-11-19" 630 16
"4852" "2012-11-19" 635 0
"4893" "2012-11-19" 640 36
"4974" "2012-11-19" 645 54
"5007" "2012-11-19" 650 333
"5111" "2012-11-19" 655 652
"5142" "2012-11-19" 700 418
"5209" "2012-11-19" 705 718
"5263" "2012-11-19" 710 739
"5344" "2012-11-19" 715 738
"5369" "2012-11-19" 720 789
"5452" "2012-11-19" 725 756
"5512" "2012-11-19" 730 559
"5566" "2012-11-19" 735 9
"5614" "2012-11-19" 740 546
"5732" "2012-11-19" 745 416
"5783" "2012-11-19" 750 6
"5824" "2012-11-19" 755 27
"5907" "2012-11-19" 800 55
"5921" "2012-11-19" 805 15
"5988" "2012-11-19" 810 64
"6049" "2012-11-19" 815 13
"6126" "2012-11-19" 820 45
"6180" "2012-11-19" 825 0
"6264" "2012-11-19" 830 19
"6319" "2012-11-19" 835 44
"6372" "2012-11-19" 840 56
"6413" "2012-11-19" 845 12
"6479" "2012-11-19" 850 0
"6568" "2012-11-19" 855 0
"6622" "2012-11-19" 900 0
"6689" "2012-11-19" 905 0
"6729" "2012-11-19" 910 0
"6782" "2012-11-19" 915 0
"6855" "2012-11-19" 920 23
"6912" "2012-11-19" 925 39
"6979" "2012-11-19" 930 30
"7048" "2012-11-19" 935 0
"7114" "2012-11-19" 940 0
"7172" "2012-11-19" 945 17
"7251" "2012-11-19" 950 0
"7309" "2012-11-19" 955 0
"7380" "2012-11-19" 1000 0
"7431" "2012-11-19" 1005 0
"7449" "2012-11-19" 1010 0
"7516" "2012-11-19" 1015 0
"7625" "2012-11-19" 1020 0
"7652" "2012-11-19" 1025 0
"7720" "2012-11-19" 1030 0
"7805" "2012-11-19" 1035 0
"7842" "2012-11-19" 1040 0
"7909" "2012-11-19" 1045 9
"7963" "2012-11-19" 1050 0
"8009" "2012-11-19" 1055 8
"8089" "2012-11-19" 1100 0
"8119" "2012-11-19" 1105 47
"8199" "2012-11-19" 1110 0
"8239" "2012-11-19" 1115 0
"8307" "2012-11-19" 1120 0
"8393" "2012-11-19" 1125 0
"8447" "2012-11-19" 1130 0
"8528" "2012-11-19" 1135 0
"8559" "2012-11-19" 1140 0
"8605" "2012-11-19" 1145 0
"8664" "2012-11-19" 1150 12
"8763" "2012-11-19" 1155 30
"8804" "2012-11-19" 1200 0
"8862" "2012-11-19" 1205 14
"8907" "2012-11-19" 1210 21
"8994" "2012-11-19" 1215 0
"9029" "2012-11-19" 1220 0
"9119" "2012-11-19" 1225 0
"9188" "2012-11-19" 1230 7
"9223" "2012-11-19" 1235 10
"9311" "2012-11-19" 1240 0
"9336" "2012-11-19" 1245 0
"9404" "2012-11-19" 1250 0
"9487" "2012-11-19" 1255 0
"9545" "2012-11-19" 1300 0
"9585" "2012-11-19" 1305 20
"9656" "2012-11-19" 1310 0
"9718" "2012-11-19" 1315 0
"9802" "2012-11-19" 1320 0
"9847" "2012-11-19" 1325 0
"9892" "2012-11-19" 1330 0
"9981" "2012-11-19" 1335 0
"10006" "2012-11-19" 1340 0
"10109" "2012-11-19" 1345 8
"10149" "2012-11-19" 1350 0
"10202" "2012-11-19" 1355 0
"10274" "2012-11-19" 1400 0
"10314" "2012-11-19" 1405 0
"10425" "2012-11-19" 1410 0
"10439" "2012-11-19" 1415 0
"10500" "2012-11-19" 1420 0
"10555" "2012-11-19" 1425 0
"10632" "2012-11-19" 1430 0
"10725" "2012-11-19" 1435 0
"10740" "2012-11-19" 1440 41
"10806" "2012-11-19" 1445 0
"10876" "2012-11-19" 1450 19
"10957" "2012-11-19" 1455 0
"11030" "2012-11-19" 1500 0
"11051" "2012-11-19" 1505 0
"11134" "2012-11-19" 1510 71
"11180" "2012-11-19" 1515 42
"11245" "2012-11-19" 1520 9
"11313" "2012-11-19" 1525 139
"11380" "2012-11-19" 1530 28
"11425" "2012-11-19" 1535 9
"11470" "2012-11-19" 1540 0
"11537" "2012-11-19" 1545 19
"11615" "2012-11-19" 1550 7
"11671" "2012-11-19" 1555 0
"11753" "2012-11-19" 1600 0
"11784" "2012-11-19" 1605 0
"11850" "2012-11-19" 1610 29
"11914" "2012-11-19" 1615 111
"11972" "2012-11-19" 1620 4
"12025" "2012-11-19" 1625 76
"12109" "2012-11-19" 1630 0
"12150" "2012-11-19" 1635 68
"12204" "2012-11-19" 1640 0
"12270" "2012-11-19" 1645 43
"12328" "2012-11-19" 1650 26
"12400" "2012-11-19" 1655 0
"12465" "2012-11-19" 1700 0
"12520" "2012-11-19" 1705 0
"12599" "2012-11-19" 1710 0
"12641" "2012-11-19" 1715 0
"12694" "2012-11-19" 1720 0
"12767" "2012-11-19" 1725 0
"12816" "2012-11-19" 1730 0
"12903" "2012-11-19" 1735 0
"12957" "2012-11-19" 1740 0
"13011" "2012-11-19" 1745 0
"13097" "2012-11-19" 1750 0
"13138" "2012-11-19" 1755 0
"13236" "2012-11-19" 1800 0
"13286" "2012-11-19" 1805 0
"13327" "2012-11-19" 1810 0
"13387" "2012-11-19" 1815 0
"13473" "2012-11-19" 1820 0
"13495" "2012-11-19" 1825 0
"13549" "2012-11-19" 1830 30
"13617" "2012-11-19" 1835 27
"13703" "2012-11-19" 1840 40
"13756" "2012-11-19" 1845 16
"13792" "2012-11-19" 1850 6
"13860" "2012-11-19" 1855 34
"13914" "2012-11-19" 1900 6
"13991" "2012-11-19" 1905 59
"14045" "2012-11-19" 1910 0
"14117" "2012-11-19" 1915 35
"14167" "2012-11-19" 1920 12
"14220" "2012-11-19" 1925 0
"14282" "2012-11-19" 1930 57
"14336" "2012-11-19" 1935 91
"14410" "2012-11-19" 1940 0
"14483" "2012-11-19" 1945 0
"14537" "2012-11-19" 1950 0
"14594" "2012-11-19" 1955 114
"14652" "2012-11-19" 2000 0
"14710" "2012-11-19" 2005 0
"14765" "2012-11-19" 2010 0
"14854" "2012-11-19" 2015 0
"14908" "2012-11-19" 2020 0
"14975" "2012-11-19" 2025 35
"15044" "2012-11-19" 2030 61
"15075" "2012-11-19" 2035 0
"15138" "2012-11-19" 2040 0
"15244" "2012-11-19" 2045 0
"15292" "2012-11-19" 2050 0
"15334" "2012-11-19" 2055 0
"15401" "2012-11-19" 2100 10
"15445" "2012-11-19" 2105 0
"15508" "2012-11-19" 2110 0
"15557" "2012-11-19" 2115 0
"15662" "2012-11-19" 2120 0
"15722" "2012-11-19" 2125 0
"15784" "2012-11-19" 2130 0
"15802" "2012-11-19" 2135 0
"15874" "2012-11-19" 2140 0
"15937" "2012-11-19" 2145 0
"15990" "2012-11-19" 2150 0
"16052" "2012-11-19" 2155 0
"16109" "2012-11-19" 2200 0
"16168" "2012-11-19" 2205 0
"16237" "2012-11-19" 2210 0
"16322" "2012-11-19" 2215 0
"16354" "2012-11-19" 2220 0
"16417" "2012-11-19" 2225 0
"16488" "2012-11-19" 2230 0
"16532" "2012-11-19" 2235 0
"16607" "2012-11-19" 2240 0
"16691" "2012-11-19" 2245 0
"16766" "2012-11-19" 2250 0
"16788" "2012-11-19" 2255 0
"16867" "2012-11-19" 2300 0
"16898" "2012-11-19" 2305 0
"17008" "2012-11-19" 2310 0
"17051" "2012-11-19" 2315 0
"17118" "2012-11-19" 2320 0
"17149" "2012-11-19" 2325 0
"17204" "2012-11-19" 2330 0
"17310" "2012-11-19" 2335 0
"17383" "2012-11-19" 2340 0
"17435" "2012-11-19" 2345 0
"17462" "2012-11-19" 2350 0
"17556" "2012-11-19" 2355 0
"59" "2012-11-20" 0 0
"95" "2012-11-20" 5 0
"149" "2012-11-20" 10 0
"194" "2012-11-20" 15 0
"297" "2012-11-20" 20 0
"341" "2012-11-20" 25 0
"372" "2012-11-20" 30 0
"463" "2012-11-20" 35 0
"532" "2012-11-20" 40 0
"572" "2012-11-20" 45 0
"627" "2012-11-20" 50 0
"709" "2012-11-20" 55 0
"740" "2012-11-20" 100 0
"802" "2012-11-20" 105 0
"888" "2012-11-20" 110 0
"916" "2012-11-20" 115 0
"997" "2012-11-20" 120 0
"1066" "2012-11-20" 125 0
"1114" "2012-11-20" 130 0
"1160" "2012-11-20" 135 0
"1240" "2012-11-20" 140 0
"1282" "2012-11-20" 145 0
"1391" "2012-11-20" 150 0
"1435" "2012-11-20" 155 0
"1468" "2012-11-20" 200 0
"1541" "2012-11-20" 205 0
"1592" "2012-11-20" 210 0
"1649" "2012-11-20" 215 0
"1710" "2012-11-20" 220 0
"1792" "2012-11-20" 225 0
"1837" "2012-11-20" 230 0
"1893" "2012-11-20" 235 0
"1958" "2012-11-20" 240 0
"2017" "2012-11-20" 245 0
"2095" "2012-11-20" 250 0
"2153" "2012-11-20" 255 0
"2203" "2012-11-20" 300 0
"2266" "2012-11-20" 305 0
"2341" "2012-11-20" 310 0
"2396" "2012-11-20" 315 0
"2465" "2012-11-20" 320 0
"2520" "2012-11-20" 325 0
"2587" "2012-11-20" 330 0
"2645" "2012-11-20" 335 0
"2689" "2012-11-20" 340 0
"2754" "2012-11-20" 345 0
"2854" "2012-11-20" 350 0
"2880" "2012-11-20" 355 0
"2947" "2012-11-20" 400 0
"2995" "2012-11-20" 405 0
"3103" "2012-11-20" 410 0
"3149" "2012-11-20" 415 0
"3200" "2012-11-20" 420 0
"3236" "2012-11-20" 425 0
"3305" "2012-11-20" 430 0
"3401" "2012-11-20" 435 0
"3441" "2012-11-20" 440 0
"3496" "2012-11-20" 445 0
"3544" "2012-11-20" 450 0
"3606" "2012-11-20" 455 0
"3702" "2012-11-20" 500 0
"3770" "2012-11-20" 505 0
"3791" "2012-11-20" 510 0
"3867" "2012-11-20" 515 0
"3912" "2012-11-20" 520 0
"3983" "2012-11-20" 525 0
"4043" "2012-11-20" 530 0
"4089" "2012-11-20" 535 0
"4149" "2012-11-20" 540 0
"4260" "2012-11-20" 545 0
"4291" "2012-11-20" 550 0
"4339" "2012-11-20" 555 0
"4412" "2012-11-20" 600 0
"4460" "2012-11-20" 605 0
"4530" "2012-11-20" 610 0
"4577" "2012-11-20" 615 0
"4675" "2012-11-20" 620 0
"4716" "2012-11-20" 625 0
"4770" "2012-11-20" 630 0
"4827" "2012-11-20" 635 0
"4907" "2012-11-20" 640 0
"4943" "2012-11-20" 645 0
"5031" "2012-11-20" 650 0
"5072" "2012-11-20" 655 0
"5139" "2012-11-20" 700 0
"5186" "2012-11-20" 705 0
"5251" "2012-11-20" 710 0
"5319" "2012-11-20" 715 0
"5372" "2012-11-20" 720 0
"5430" "2012-11-20" 725 0
"5493" "2012-11-20" 730 0
"5555" "2012-11-20" 735 0
"5650" "2012-11-20" 740 0
"5692" "2012-11-20" 745 0
"5749" "2012-11-20" 750 0
"5800" "2012-11-20" 755 57
"5866" "2012-11-20" 800 188
"5932" "2012-11-20" 805 0
"6029" "2012-11-20" 810 0
"6075" "2012-11-20" 815 0
"6119" "2012-11-20" 820 0
"6171" "2012-11-20" 825 0
"6267" "2012-11-20" 830 0
"6335" "2012-11-20" 835 0
"6355" "2012-11-20" 840 34
"6430" "2012-11-20" 845 0
"6484" "2012-11-20" 850 0
"6581" "2012-11-20" 855 500
"6614" "2012-11-20" 900 203
"6681" "2012-11-20" 905 131
"6722" "2012-11-20" 910 157
"6788" "2012-11-20" 915 0
"6861" "2012-11-20" 920 0
"6925" "2012-11-20" 925 0
"6986" "2012-11-20" 930 0
"7053" "2012-11-20" 935 0
"7107" "2012-11-20" 940 164
"7178" "2012-11-20" 945 0
"7258" "2012-11-20" 950 110
"7302" "2012-11-20" 955 0
"7368" "2012-11-20" 1000 0
"7424" "2012-11-20" 1005 0
"7477" "2012-11-20" 1010 0
"7518" "2012-11-20" 1015 0
"7603" "2012-11-20" 1020 0
"7643" "2012-11-20" 1025 0
"7710" "2012-11-20" 1030 0
"7793" "2012-11-20" 1035 0
"7848" "2012-11-20" 1040 0
"7915" "2012-11-20" 1045 0
"7983" "2012-11-20" 1050 18
"7994" "2012-11-20" 1055 46
"8067" "2012-11-20" 1100 0
"8148" "2012-11-20" 1105 0
"8188" "2012-11-20" 1110 0
"8285" "2012-11-20" 1115 0
"8339" "2012-11-20" 1120 0
"8382" "2012-11-20" 1125 0
"8459" "2012-11-20" 1130 0
"8504" "2012-11-20" 1135 38
"8570" "2012-11-20" 1140 0
"8608" "2012-11-20" 1145 27
"8665" "2012-11-20" 1150 393
"8766" "2012-11-20" 1155 130
"8823" "2012-11-20" 1200 0
"8858" "2012-11-20" 1205 9
"8916" "2012-11-20" 1210 0
"8970" "2012-11-20" 1215 0
"9036" "2012-11-20" 1220 0
"9138" "2012-11-20" 1225 0
"9190" "2012-11-20" 1230 0
"9246" "2012-11-20" 1235 0
"9291" "2012-11-20" 1240 0
"9366" "2012-11-20" 1245 0
"9409" "2012-11-20" 1250 0
"9457" "2012-11-20" 1255 204
"9570" "2012-11-20" 1300 39
"9616" "2012-11-20" 1305 0
"9670" "2012-11-20" 1310 0
"9711" "2012-11-20" 1315 0
"9769" "2012-11-20" 1320 0
"9838" "2012-11-20" 1325 0
"9893" "2012-11-20" 1330 0
"9972" "2012-11-20" 1335 181
"10009" "2012-11-20" 1340 60
"10088" "2012-11-20" 1345 77
"10129" "2012-11-20" 1350 0
"10196" "2012-11-20" 1355 0
"10251" "2012-11-20" 1400 0
"10345" "2012-11-20" 1405 0
"10404" "2012-11-20" 1410 0
"10433" "2012-11-20" 1415 0
"10497" "2012-11-20" 1420 0
"10567" "2012-11-20" 1425 0
"10662" "2012-11-20" 1430 0
"10716" "2012-11-20" 1435 0
"10739" "2012-11-20" 1440 0
"10802" "2012-11-20" 1445 0
"10864" "2012-11-20" 1450 0
"10951" "2012-11-20" 1455 13
"11023" "2012-11-20" 1500 0
"11058" "2012-11-20" 1505 0
"11116" "2012-11-20" 1510 0
"11176" "2012-11-20" 1515 0
"11229" "2012-11-20" 1520 0
"11303" "2012-11-20" 1525 0
"11372" "2012-11-20" 1530 7
"11426" "2012-11-20" 1535 0
"11496" "2012-11-20" 1540 0
"11551" "2012-11-20" 1545 0
"11606" "2012-11-20" 1550 0
"11674" "2012-11-20" 1555 0
"11742" "2012-11-20" 1600 151
"11809" "2012-11-20" 1605 0
"11847" "2012-11-20" 1610 0
"11901" "2012-11-20" 1615 0
"11961" "2012-11-20" 1620 0
"12071" "2012-11-20" 1625 0
"12112" "2012-11-20" 1630 0
"12167" "2012-11-20" 1635 0
"12220" "2012-11-20" 1640 0
"12267" "2012-11-20" 1645 0
"12331" "2012-11-20" 1650 0
"12414" "2012-11-20" 1655 0
"12469" "2012-11-20" 1700 0
"12561" "2012-11-20" 1705 49
"12605" "2012-11-20" 1710 163
"12628" "2012-11-20" 1715 366
"12696" "2012-11-20" 1720 80
"12768" "2012-11-20" 1725 0
"12826" "2012-11-20" 1730 11
"12873" "2012-11-20" 1735 0
"12993" "2012-11-20" 1740 0
"13030" "2012-11-20" 1745 0
"13087" "2012-11-20" 1750 15
"13127" "2012-11-20" 1755 0
"13181" "2012-11-20" 1800 0
"13242" "2012-11-20" 1805 18
"13319" "2012-11-20" 1810 83
"13391" "2012-11-20" 1815 14
"13431" "2012-11-20" 1820 58
"13514" "2012-11-20" 1825 0
"13545" "2012-11-20" 1830 7
"13607" "2012-11-20" 1835 0
"13695" "2012-11-20" 1840 0
"13735" "2012-11-20" 1845 0
"13802" "2012-11-20" 1850 28
"13872" "2012-11-20" 1855 6
"13940" "2012-11-20" 1900 65
"13971" "2012-11-20" 1905 49
"14078" "2012-11-20" 1910 116
"14093" "2012-11-20" 1915 80
"14177" "2012-11-20" 1920 21
"14257" "2012-11-20" 1925 42
"14288" "2012-11-20" 1930 27
"14345" "2012-11-20" 1935 52
"14435" "2012-11-20" 1940 0
"14475" "2012-11-20" 1945 0
"14560" "2012-11-20" 1950 0
"14623" "2012-11-20" 1955 85
"14649" "2012-11-20" 2000 0
"14708" "2012-11-20" 2005 0
"14777" "2012-11-20" 2010 0
"14861" "2012-11-20" 2015 0
"14944" "2012-11-20" 2020 0
"14996" "2012-11-20" 2025 0
"15037" "2012-11-20" 2030 0
"15092" "2012-11-20" 2035 0
"15147" "2012-11-20" 2040 0
"15245" "2012-11-20" 2045 0
"15305" "2012-11-20" 2050 0
"15363" "2012-11-20" 2055 0
"15421" "2012-11-20" 2100 0
"15462" "2012-11-20" 2105 0
"15531" "2012-11-20" 2110 0
"15584" "2012-11-20" 2115 0
"15639" "2012-11-20" 2120 0
"15707" "2012-11-20" 2125 0
"15762" "2012-11-20" 2130 0
"15804" "2012-11-20" 2135 0
"15910" "2012-11-20" 2140 0
"15973" "2012-11-20" 2145 0
"16009" "2012-11-20" 2150 0
"16063" "2012-11-20" 2155 0
"16121" "2012-11-20" 2200 0
"16171" "2012-11-20" 2205 0
"16231" "2012-11-20" 2210 0
"16336" "2012-11-20" 2215 0
"16380" "2012-11-20" 2220 0
"16434" "2012-11-20" 2225 0
"16474" "2012-11-20" 2230 0
"16535" "2012-11-20" 2235 0
"16594" "2012-11-20" 2240 0
"16668" "2012-11-20" 2245 0
"16761" "2012-11-20" 2250 0
"16818" "2012-11-20" 2255 0
"16858" "2012-11-20" 2300 100
"16910" "2012-11-20" 2305 0
"16970" "2012-11-20" 2310 0
"17075" "2012-11-20" 2315 0
"17135" "2012-11-20" 2320 0
"17188" "2012-11-20" 2325 0
"17207" "2012-11-20" 2330 0
"17274" "2012-11-20" 2335 0
"17355" "2012-11-20" 2340 0
"17424" "2012-11-20" 2345 0
"17492" "2012-11-20" 2350 0
"17545" "2012-11-20" 2355 0
"33" "2012-11-21" 0 0
"73" "2012-11-21" 5 0
"139" "2012-11-21" 10 0
"196" "2012-11-21" 15 0
"245" "2012-11-21" 20 0
"319" "2012-11-21" 25 0
"373" "2012-11-21" 30 0
"450" "2012-11-21" 35 0
"524" "2012-11-21" 40 0
"557" "2012-11-21" 45 0
"613" "2012-11-21" 50 0
"701" "2012-11-21" 55 0
"733" "2012-11-21" 100 0
"825" "2012-11-21" 105 0
"856" "2012-11-21" 110 0
"935" "2012-11-21" 115 0
"977" "2012-11-21" 120 0
"1057" "2012-11-21" 125 0
"1106" "2012-11-21" 130 0
"1195" "2012-11-21" 135 0
"1235" "2012-11-21" 140 0
"1302" "2012-11-21" 145 0
"1349" "2012-11-21" 150 0
"1412" "2012-11-21" 155 0
"1467" "2012-11-21" 200 0
"1565" "2012-11-21" 205 0
"1605" "2012-11-21" 210 0
"1663" "2012-11-21" 215 0
"1715" "2012-11-21" 220 0
"1782" "2012-11-21" 225 0
"1841" "2012-11-21" 230 0
"1892" "2012-11-21" 235 0
"1957" "2012-11-21" 240 0
"2023" "2012-11-21" 245 0
"2087" "2012-11-21" 250 0
"2154" "2012-11-21" 255 0
"2222" "2012-11-21" 300 0
"2263" "2012-11-21" 305 0
"2332" "2012-11-21" 310 0
"2401" "2012-11-21" 315 0
"2455" "2012-11-21" 320 0
"2524" "2012-11-21" 325 0
"2579" "2012-11-21" 330 0
"2637" "2012-11-21" 335 0
"2695" "2012-11-21" 340 0
"2771" "2012-11-21" 345 0
"2838" "2012-11-21" 350 0
"2894" "2012-11-21" 355 0
"2952" "2012-11-21" 400 0
"2992" "2012-11-21" 405 0
"3089" "2012-11-21" 410 0
"3133" "2012-11-21" 415 0
"3180" "2012-11-21" 420 0
"3269" "2012-11-21" 425 0
"3323" "2012-11-21" 430 0
"3368" "2012-11-21" 435 0
"3446" "2012-11-21" 440 0
"3535" "2012-11-21" 445 0
"3560" "2012-11-21" 450 0
"3613" "2012-11-21" 455 0
"3672" "2012-11-21" 500 0
"3773" "2012-11-21" 505 0
"3831" "2012-11-21" 510 0
"3887" "2012-11-21" 515 0
"3954" "2012-11-21" 520 0
"3987" "2012-11-21" 525 0
"4029" "2012-11-21" 530 0
"4088" "2012-11-21" 535 0
"4156" "2012-11-21" 540 0
"4215" "2012-11-21" 545 0
"4330" "2012-11-21" 550 0
"4378" "2012-11-21" 555 0
"4420" "2012-11-21" 600 0
"4461" "2012-11-21" 605 0
"4529" "2012-11-21" 610 0
"4587" "2012-11-21" 615 0
"4652" "2012-11-21" 620 0
"4735" "2012-11-21" 625 0
"4764" "2012-11-21" 630 0
"4831" "2012-11-21" 635 0
